Ensembl Gene ID,Up/Down Regulated,Adjusted Pv-alue,Symbol,Description
AT2G31240,Up,0.001128756, AT2G31240,Tetratricopeptide repeat (TPR)-like superfamily protein 
AT3G14190,Down,0.001145294, AT3G14190,Uncharacterized protein 
AT1G21326,Up,0.00114604, AT1G21326,VQ motif-containing protein 
AT2G34600,Up,0.001146711, JAZ7,Jasmonate-zim-domain protein 7 
AT3G11110,Down,0.001146777, AT3G11110,RING/U-box superfamily protein 
AT3G10986,Up,0.001158171, AT3G10986,LURP-one-like protein (DUF567) 
AT1G04640,Down,0.001158171, LIP2,Lipoyltransferase 2 
AT2G37980,Up,0.001160139, AT2G37980,O-fucosyltransferase family protein 
AT1G05590,Down,0.00116797, HEXO2,Beta-hexosaminidase 2 
AT4G09890,Down,0.001168861, AT4G09890,"Mediator of RNA polymerase II transcription subunit, putative (DUF3511) "
AT1G30040,Up,0.001176384, GA2OX2,Gibberellin 2-oxidase 
AT3G14090,Up,0.001176384, EXO70D3,Exocyst subunit exo70 family protein D3 
AT2G32540,Down,0.001193204, CSLB04,Cellulose synthase-like B4 
AT5G05130,Down,0.001210382, AT5G05130,DNA/RNA helicase protein 
AT3G07650,Down,0.001214162, COL9,CONSTANS-like 9 
AT2G02710,Down,0.001218172, PLPB,PAS/LOV protein B 
AT1G16790,Down,0.001227065, AT1G16790,Ribosomal protein-like protein 
AT3G01600,Up,0.001235151, NAC044,NAC domain containing protein 44 
AT2G26150,Up,0.001238742, HSFA2,Heat shock transcription factor A2 
AT1G52191,Up,0.001255926, AT1G52191,Thioesterase superfamily protein 
AT3G62390,Down,0.001258581, TBL6,TRICHOME BIREFRINGENCE-LIKE 6 
AT4G14450,Up,0.001261242, AT4G14450,Uncharacterized protein 
AT4G40060,Down,0.001274097, HB16,Homeobox protein 16 
AT2G47920,Down,0.001292876, NET3C,Kinase interacting (KIP1-like) family protein 
AT2G32210,Up,0.001306061, AT2G32210,Cysteine-rich/transmembrane domain A-like protein 
AT2G21237,Up,0.00132093, AT2G21237,Uncharacterized protein 
AT3G26470,Up,0.001341646, AT3G26470,"Powdery mildew resistance protein, RPW8 domain-containing protein "
AT5G36170,Down,0.001343519, HCF109,High chlorophyll fluorescent 109 
AT5G05800,Down,0.001348692, AT5G05800,Myb/SANT-like DNA-binding domain protein 
AT2G01050,Down,0.001349684, AT2G01050,Zinc ion binding / nucleic acid binding protein 
AT1G56210,Down,0.001353603, AT1G56210,Heavy metal transport/detoxification superfamily protein 
AT3G27027,Down,0.001358411, AT3G27027,GPI-anchored-like protein (DUF 3339) 
AT1G02400,Up,0.001359388, GA2OX6,Gibberellin 2-oxidase 6 
AT5G57100,Down,0.001368842, AT5G57100,Nucleotide/sugar transporter family protein 
AT1G56140,Up,0.00137968, AT1G56140,Leucine-rich repeat transmembrane protein kinase 
AT5G65609,Up,0.00139395, AT5G65609,Uncharacterized protein 
AT5G65580,Down,0.00139395, AT5G65580,Uncharacterized protein 
AT4G01790,Down,0.001396229, AT4G01790,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein 
AT1G68310,Up,0.001396339, AE7,MIP18 family protein (DUF59) 
AT2G40860,Down,0.001400727, AT2G40860,Protein kinase family protein / protein phosphatase 2C (PP2C) family protein 
AT3G05580,Up,0.001404354, TOPP9,Calcineurin-like metallo-phosphoesterase superfamily protein 
AT4G29310,Down,0.001407003, AT4G29310,DUF1005 family protein (DUF1005) 
AT5G23870,Down,0.001418628, AT5G23870,Pectinacetylesterase family protein 
AT2G31560,Down,0.001430118, AT2G31560,"Signal transducer/transcription protein, putative (DUF1685) "
AT1G72240,Up,0.001451238, AT1G72240,Uncharacterized protein 
AT3G45590,Down,0.001463487, SEN1,Splicing endonuclease 1 
AT5G20960,Up,0.001486167, AO1,Aldehyde oxidase 1 
AT2G40340,Up,0.001492393, DREB2C,Integrase-type DNA-binding superfamily protein 
AT2G22860,Up,0.001502358, PSK2,Phytosulfokine 2 
AT3G16280,Down,0.001507479, AT3G16280,Integrase-type DNA-binding superfamily protein 
AT5G23370,Down,0.001508939, AT5G23370,GRAM domain-containing protein / ABA-responsive protein-like protein 
AT3G28480,Up,0.001515992, AT3G28480,Oxoglutarate/iron-dependent oxygenase 
AT4G13840,Up,0.001536722, AT4G13840,HXXXD-type acyl-transferase family protein 
AT1G59840,Down,0.001536722, CCB4,Cofactor assembly of complex C 
AT1G78510,Down,0.001551613, SPS1,Solanesyl diphosphate synthase 1 
AT3G21460,Down,0.001567133, AT3G21460,Glutaredoxin family protein 
AT2G01520,Down,0.001581083, MLP328,MLP-like protein 328 
AT4G03140,Down,0.001581083, AT4G03140,NAD(P)-binding Rossmann-fold superfamily protein 
AT4G19430,Down,0.001585999, AT4G19430,Uncharacterized protein 
AT2G37450,Down,0.001608041, UMAMIT13,Nodulin MtN21 /EamA-like transporter family protein 
AT5G12970,Down,0.001613069, AT5G12970,Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein 
AT2G14560,Up,0.001617704, LURP1,LURP-one-like protein (DUF567) 
AT1G08390,Down,0.001622674, AT1G08390,RecQ-mediated instability-like protein 
AT5G39360,Up,0.001627212, EDL2,EID1-like 2 
AT5G60970,Down,0.001630682, TCP5,"TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 5 "
AT1G12450,Down,0.001630785, AT1G12450,SNARE associated Golgi protein family 
AT2G29125,Down,0.001632805, RTFL2,ROTUNDIFOLIA like 2 
AT2G33580,Up,0.00164516, LYK5,Protein kinase superfamily protein 
AT1G14686,Up,0.001652328, AT1G14686,ENTH/ANTH/VHS superfamily protein 
AT1G10240,Down,0.00166937, FRS11,FAR1-related sequence 11 
AT1G65481,Up,0.001681833, AT1G65481,Uncharacterized protein 
AT3G42150,Down,0.001707608, AT3G42150,Uncharacterized protein 
AT3G20600,Up,0.001723857, NDR1,Late embryosis abundant (LEA) hydroxyproline-rich glycoprotein family 
AT1G74930,Up,0.00172923, ORA47,Integrase-type DNA-binding superfamily protein 
AT5G24210,Up,0.00173511, AT5G24210,Alpha/beta-Hydrolases superfamily protein 
AT5G51750,Down,0.001736196, SBT1.3,Subtilase 1.3 
AT3G21520,Up,0.001772394, DMP1,"Transmembrane protein, putative (DUF679 domain membrane protein 1) "
AT1G57690,Up,0.001773588, AT1G57690,F-box/RNI-like superfamily protein 
AT1G15625,Up,0.001775827, AT1G15625,E3 ubiquitin-protein ligase 
AT1G69400,Down,0.001783504, AT1G69400,Transducin/WD40 repeat-like superfamily protein 
AT3G09162,Down,0.001807533, AT3G09162,Uncharacterized protein 
AT5G54890,Down,0.001847718, AT5G54890,RNA-binding CRS1 / YhbY (CRM) domain-containing protein 
AT1G55360,Down,0.001869166, AT1G55360,TRNA-splicing ligase (DUF239) 
AT4G24050,Down,0.001878774, AT4G24050,NAD(P)-binding Rossmann-fold superfamily protein 
AT4G18203,Up,0.001885286, AT4G18203,Uncharacterized protein 
AT2G41230,Up,0.001886547, ORS1,ORGAN SIZE-like protein 
AT5G51350,Down,0.001902517, MOL1,Leucine-rich repeat transmembrane protein kinase family protein 
AT3G47590,Down,0.001933282, AT3G47590,Alpha/beta-Hydrolases superfamily protein 
AT4G13190,Down,0.001936876, AT4G13190,Protein kinase superfamily protein 
AT4G13820,Up,0.001945188, AT4G13820,Leucine-rich repeat (LRR) family protein 
AT2G34925,Down,0.001948104, CLE42,CLAVATA3/ESR-RELATED 42 
AT3G06850,Down,0.001964728, BCE2,2-oxoacid dehydrogenases acyltransferase family protein 
AT1G05783,Up,0.001966167, AT1G05783,Uncharacterized protein 
AT1G12300,Down,0.001968979, AT1G12300,Tetratricopeptide repeat (TPR)-like superfamily protein 
AT5G27320,Down,0.00198417, GID1C,Alpha/beta-Hydrolases superfamily protein 
AT5G59970,Down,0.002002644, AT5G59970,Histone superfamily protein 
AT3G03820,Down,0.002005884, SAUR29,SAUR-like auxin-responsive protein family 
AT4G11550,Down,0.002006001, AT4G11550,Cysteine/Histidine-rich C1 domain family protein 
AT1G53980,Up,0.002027937, AT1G53980,Ubiquitin-like superfamily protein 
AT5G66490,Up,0.002042888, AT5G66490,Uncharacterized protein 
AT5G48545,Down,0.002062156, HINT3,Histidine triad nucleotide-binding 3 
AT4G08940,Up,0.002064163, AT4G08940,Ubiquitin carboxyl-terminal hydrolase family protein 
AT3G26760,Down,0.002068322, AT3G26760,NAD(P)-binding Rossmann-fold superfamily protein 
AT5G53870,Up,0.002070402, ENODL1,Early nodulin-like protein 1 
AT4G24026,Up,0.002077108, AT4G24026,Uncharacterized protein 
AT5G04700,Down,0.002079106, AT5G04700,Ankyrin repeat family protein 
AT1G47720,Up,0.002079179, OSB1,Primosome PriB/single-strand DNA-binding protein 
AT1G49010,Down,0.002084721, AT1G49010,Duplicated homeodomain-like superfamily protein 
AT2G26680,Down,0.002102069, AT2G26680,FkbM family methyltransferase 
AT1G02750,Up,0.002110291, AT1G02750,Drought-responsive family protein 
AT5G27140,Up,0.002128689, AT5G27140,NOP56-like pre RNA processing ribonucleoprotein 
AT5G48730,Down,0.002128689, AT5G48730,Pentatricopeptide repeat (PPR) superfamily protein 
AT3G20480,Up,0.002129741, LpxK,Tetraacyldisaccharide 4'-kinase family protein 
AT4G17490,Up,0.002148333, ERF6,Ethylene responsive element binding factor 6 
AT1G48980,Up,0.002157868, AT1G48980,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein 
AT1G61400,Up,0.002160375, AT1G61400,S-locus lectin protein kinase family protein 
AT1G11040,Up,0.002190687, AT1G11040,HSP40/DnaJ peptide-binding protein 
AT2G23610,Down,0.002193675, MES3,Methyl esterase 3 
AT1G54575,Up,0.002234244, AT1G54575,Uncharacterized protein 
AT5G44585,Up,0.002240906, AT5G44585,Uncharacterized protein 
AT2G04495,Up,0.002281851, AT2G04495,Uncharacterized protein 
AT2G18560,Down,0.002308478, AT2G18560,UDP-Glycosyltransferase superfamily protein 
AT3G01800,Up,0.002319142, AT3G01800,Ribosome recycling factor 
AT5G14940,Down,0.00233205, AT5G14940,Major facilitator superfamily protein 
AT4G23150,Up,0.002373359, CRK7,Cysteine-rich RLK (RECEPTOR-like protein kinase) 7 
AT2G39050,Up,0.002387288, EULS3,Hydroxyproline-rich glycoprotein family protein 
AT5G11240,Up,0.002395432, AT5G11240,Transducin family protein / WD-40 repeat family protein 
AT4G00910,Up,0.002399836, AT4G00910,Aluminum activated malate transporter family protein 
AT1G16040,Down,0.002425062, AT1G16040,Phosphatidylinositol-glycan biosynthesis class F-like protein 
AT3G50280,Up,0.00243684, AT3G50280,HXXXD-type acyl-transferase family protein 
AT5G52190,Down,0.00245353, AT5G52190,Sugar isomerase (SIS) family protein 
AT1G61430,Up,0.002489369, AT1G61430,S-locus lectin protein kinase family protein 
AT5G45340,Up,0.002489369, CYP707A3,"Cytochrome P450, family 707, subfamily A, polypeptide 3 "
AT5G47800,Down,0.002500237, AT5G47800,Phototropic-responsive NPH3 family protein 
AT4G37682,Down,0.002503819, AT4G37682,
AT4G08510,Up,0.002514866, AT4G08510,Mediator of RNA polymerase II transcription subunit-like protein 
AT5G51810,Down,0.002541102, GA20OX2,Gibberellin 20 oxidase 2 
AT5G36970,Up,0.002541102, NHL25,NDR1/HIN1-like 25 
AT5G47960,Up,0.002549659, RABA4C,RAB GTPase homolog A4C 
AT2G18660,Up,0.002572326, PNP-A,Plant natriuretic peptide A 
AT1G21550,Up,0.002573032, AT1G21550,Calcium-binding EF-hand family protein 
AT4G11300,Up,0.002600638, AT4G11300,"ROH1, putative (DUF793) "
AT1G23340,Down,0.002630756, AT1G23340,"Carboxyl-terminal proteinase, putative (DUF239) "
AT5G02750,Down,0.002639809, SGR9,RING/U-box superfamily protein 
AT1G56710,Down,0.002643571, AT1G56710,Pectin lyase-like superfamily protein 
AT1G34420,Up,0.002649682, AT1G34420,Leucine-rich repeat transmembrane protein kinase family protein 
AT3G22235,Up,0.002669141, AT3G22235,Cysteine-rich TM module stress tolerance protein 
AT1G76310,Down,0.002679455, CYCB2;4,CYCLIN B2;4 
AT1G49990,Down,0.002696308, AT1G49990,F-box family protein 
AT1G70130,Up,0.00270192, AT1G70130,Concanavalin A-like lectin protein kinase family protein 
AT5G02030,Down,0.00272671, RPL,POX (plant homeobox) family protein 
AT1G03165,Down,0.002772113, AT1G03165,Uncharacterized protein 
AT5G49690,Up,0.002791129, AT5G49690,UDP-Glycosyltransferase superfamily protein 
AT1G17600,Up,0.002802207, AT1G17600,Disease resistance protein (TIR-NBS-LRR class) family 
AT4G05330,Down,0.00282998, AGD13,ARF-GAP domain 13 
AT2G39880,Down,0.002831501, MYB25,Myb domain protein 25 
AT1G69170,Down,0.002838536, AT1G69170,Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein 
AT1G60030,Up,0.002849495, NAT7,Nucleobase-ascorbate transporter 7 
AT3G27630,Up,0.002859167, AT3G27630,Cyclin-dependent kinase inhibitor SMR3-like protein 
AT4G26990,Up,0.002861728, AT4G26990,Polyadenylate-binding protein interacting protein 
AT1G15970,Down,0.002876107, AT1G15970,DNA glycosylase superfamily protein 
AT2G32120,Down,0.002902559, HSP70T-2,Heat-shock protein 70T-2 
AT1G24450,Down,0.0029381, NFD2,Ribonuclease III family protein 
AT1G59950,Up,0.002951616, AT1G59950,NAD(P)-linked oxidoreductase superfamily protein 
AT1G04070,Up,0.002952463, TOM22-I,Translocase of outer membrane 22-I 
AT4G00980,Down,0.002997806, AT4G00980,Zinc knuckle (CCHC-type) family protein 
AT4G12970,Down,0.003009856, STOMAGEN,Stomagen 
AT1G55960,Down,0.003014508, AT1G55960,Polyketide cyclase/dehydrase and lipid transport superfamily protein 
AT2G37240,Down,0.003022998, AT2G37240,Thioredoxin superfamily protein 
AT4G34090,Down,0.003031843, AT4G34090,Cyclin delta-3 
AT5G48220,Down,0.003031843, AT5G48220,Aldolase-type TIM barrel family protein 
AT3G61310,Down,0.003037113, AT3G61310,AT hook motif DNA-binding family protein 
AT2G40815,Down,0.003042648, AT2G40815,Calcium-dependent lipid-binding (CaLB domain) family protein 
AT2G47680,Up,0.003077489, AT2G47680,Zinc finger (CCCH type) helicase family protein 
AT1G58170,Down,0.003095138, AT1G58170,Disease resistance-responsive (dirigent-like protein) family protein 
AT4G25070,Up,0.003095889, AT4G25070,Caldesmon-like protein 
AT1G04100,Up,0.003097714, IAA10,Indoleacetic acid-induced protein 10 
AT5G13920,Down,0.003115257, AT5G13920,GRF zinc finger / Zinc knuckle protein 
AT3G62470,Down,0.003127189, AT3G62470,Pentatricopeptide repeat (PPR) superfamily protein 
AT1G10750,Down,0.003136325, AT1G10750,"Carboxyl-terminal peptidase, putative (DUF239) "
AT2G33847,Up,0.003140876, AT2G33847,Uncharacterized protein 
AT4G34770,Down,0.003153265, AT4G34770,SAUR-like auxin-responsive protein family 
AT2G38350,Up,0.003175638, AT2G38350,Uncharacterized protein 
AT1G29660,Down,0.003186405, AT1G29660,GDSL-like Lipase/Acylhydrolase superfamily protein 
AT1G66890,Down,0.003186405, AT1G66890,50S ribosomal-like protein 
AT5G05830,Down,0.003186405, AT5G05830,RING/FYVE/PHD zinc finger superfamily protein 
AT2G35730,Up,0.003191876, AT2G35730,Heavy metal transport/detoxification superfamily protein 
AT1G52618,Down,0.003202856, AT1G52618,Uncharacterized protein 
AT3G21540,Up,0.003220565, AT3G21540,Transducin family protein / WD-40 repeat family protein 
AT1G78290,Down,0.003220565, SNRK2-8,Protein kinase superfamily protein 
AT5G02080,Down,0.003220565, AT5G02080,Phosphopantothenate-cysteine ligase-like protein 
AT5G10300,Up,0.003221129, MES5,Methyl esterase 5 
AT4G13260,Down,0.003267052, YUC2,Flavin-binding monooxygenase family protein 
AT5G52960,Down,0.003277666, AT5G52960,TRNA dimethylallyltransferase 
AT5G63970,Up,0.003287689, RGLG3,Copine (Calcium-dependent phospholipid-binding protein) family 
AT4G02550,Up,0.003303946, AT4G02550,Myb/SANT-like DNA-binding domain protein 
AT3G51440,Up,0.003312051, AT3G51440,Calcium-dependent phosphotriesterase superfamily protein 
AT5G10520,Up,0.003350557, RBK1,ROP binding protein kinases 1 
AT2G39725,Down,0.003353498, AT2G39725,LYR family of Fe/S cluster biosis protein 
AT1G11560,Up,0.003361739, AT1G11560,Oligosaccharyltransferase complex/magnesium transporter family protein 
AT3G22260,Up,0.00337282, AT3G22260,Cysteine proteinases superfamily protein 
AT3G15810,Down,0.003378764, AT3G15810,LURP-one-like protein (DUF567) 
AT1G50120,Down,0.003426156, AT1G50120,Immunoglobulin 
AT3G23050,Up,0.003433646, IAA7,Indole-3-acetic acid 7 
AT5G06340,Down,0.003439, NUDX27,Nudix hydrolase homolog 27 
AT3G57140,Down,0.003440836, SDP1-LIKE,Sugar-dependent 1-like protein 
AT1G12730,Down,0.003444663, AT1G12730,GPI transamidase subunit PIG-U 
AT5G28610,Up,0.003460641, AT5G28610,LOW protein: ATP-dependent RNA helicase DRS1-like protein 
AT1G27660,Down,0.00349849, AT1G27660,Basic helix-loop-helix (bHLH) DNA-binding superfamily protein 
AT5G14490,Up,0.00349849, NAC085,NAC domain containing protein 85 
AT2G18520,Up,0.003504723, AT2G18520,Tetratricopeptide repeat (TPR)-like superfamily protein 
AT2G13690,Down,0.003520701, AT2G13690,PRLI-interacting factor 
AT1G16340,Down,0.003532681, ATKDSA2,Aldolase superfamily protein 
AT3G18690,Up,0.00354586, MKS1,MAP kinase substrate 1 
AT3G02800,Up,0.003558863, PFA-DSP3,Tyrosine phosphatase family protein 
AT3G14200,Up,0.003565218, AT3G14200,Chaperone DnaJ-domain superfamily protein 
AT1G69360,Down,0.003567783, AT1G69360,"T-box transcription factor, putative (DUF863) "
AT2G19620,Down,0.003572346, NDL3,N-MYC downregulated-like 3 
AT1G14185,Down,0.00357776, AT1G14185,Glucose-methanol-choline (GMC) oxidoreductase family protein 
AT3G27360,Down,0.00357776, AT3G27360,Histone superfamily protein 
AT5G18950,Up,0.00359307, AT5G18950,Tetratricopeptide repeat (TPR)-like superfamily protein 
AT3G46730,Up,0.003602856, AT3G46730,NB-ARC domain-containing disease resistance protein 
AT4G28070,Down,0.003623445, AT4G28070,AFG1-like ATPase family protein 
AT3G20660,Down,0.003675768, OCT4,Organic cation/carnitine transporter4 
AT2G38370,Down,0.003679976, AT2G38370,Weak chloroplast movement under blue light protein (DUF827) 
AT5G23490,Up,0.003690525, AT5G23490,Uncharacterized protein 
AT5G21960,Up,0.0037183, AT5G21960,Integrase-type DNA-binding superfamily protein 
AT1G79450,Up,0.003720987, ALIS5,ALA-interacting subunit 5 
AT2G01918,Down,0.003751463, PQL3,PsbQ-like 3 
AT4G01720,Down,0.003762688, WRKY47,WRKY family transcription factor 
AT1G03905,Up,0.003770495, ABCI19,P-loop containing nucleoside triphosphate hydrolases superfamily protein 
AT3G56730,Down,0.003821245, AT3G56730,Putative endonuclease or glycosyl hydrolase 
AT2G20100,Down,0.003835587, AT2G20100,Basic helix-loop-helix (bHLH) DNA-binding superfamily protein 
AT1G65520,Up,0.003846324, ECI1,"Delta(3), delta(2)-enoyl CoA isomerase 1 "
AT2G36220,Up,0.003846435, AT2G36220,Uncharacterized protein 
AT4G35170,Up,0.003851006, AT4G35170,Late embryosis abundant (LEA) hydroxyproline-rich glycoprotein family 
AT1G53650,Down,0.003853278, CID8,CTC-interacting domain 8 
AT3G45230,Down,0.00385865, AT3G45230,Hydroxyproline-rich glycoprotein family protein 
AT2G32680,Up,0.003901157, RLP23,Receptor like protein 23 
AT4G35480,Up,0.003901157, RHA3B,RING-H2 finger A3B 
AT5G52400,Up,0.003913188, CYP715A1,"Cytochrome P450, family 715, subfamily A, polypeptide 1 "
AT1G53520,Down,0.003944313, FAP3,Chalcone-flavanone isomerase family protein 
AT4G37580,Down,0.003959233, HLS1,Acyl-CoA N-acyltransferases (NAT) superfamily protein 
AT5G58680,Up,0.003963497, AT5G58680,ARM repeat superfamily protein 
AT3G06890,Up,0.003978968, AT3G06890,Uncharacterized protein 
AT3G16860,Up,0.003979916, COBL8,COBRA-like protein 8 
AT3G48500,Down,0.003988164, PDE312,"Nucleic acid-binding, OB-fold-like protein "
AT4G15270,Up,0.004019716, AT4G15270,Glucosyltransferase-like protein 
AT3G10527,Down,0.004033677, AT3G10527,Uncharacterized protein 
AT2G42530,Up,0.004034465, COR15B,Cold regulated 15b 
AT5G44480,Up,0.004051501, DUR,NAD(P)-binding Rossmann-fold superfamily protein 
AT2G41200,Down,0.00406032, AT2G41200,Uncharacterized protein 
AT2G37950,Down,0.004084978, AT2G37950,RING/FYVE/PHD zinc finger superfamily protein 
AT5G04130,Down,0.004093817, GYRB2,DNA GYRASE B2 
AT5G18690,Down,0.004114437, AGP25,Arabinogalactan protein 25 
AT1G57906,Down,0.004151443, AT1G57906,F-box protein 
AT5G16610,Down,0.004157896, AT5G16610,Uncharacterized protein 
AT3G25597,Up,0.004170344, AT3G25597,Uncharacterized protein 
AT2G03530,Up,0.004172516, UPS2,Ureide permease 2 
AT3G16460,Up,0.004176899, JAL34,Mannose-binding lectin superfamily protein 
AT4G15280,Up,0.004191748, UGT71B5,UDP-glucosyl transferase 71B5 
AT4G21300,Down,0.004223176, AT4G21300,Tetratricopeptide repeat (TPR)-like superfamily protein 
AT4G11530,Up,0.004223407, CRK34,Cysteine-rich RLK (RECEPTOR-like protein kinase) 34 
AT1G61280,Up,0.004228991, AT1G61280,"Phosphatidylinositol N-acetylglucosaminyltransferase, GPI19/PIG-P subunit "
AT2G43360,Down,0.004248708, BIO2,Radical SAM superfamily protein 
AT4G32480,Up,0.004299206, AT4G32480,"Sugar phosphate exchanger, putative (DUF506) "
AT3G56060,Up,0.004309775, AT3G56060,Glucose-methanol-choline (GMC) oxidoreductase family protein 
AT5G38530,Up,0.004318716, TSBtype2,Tryptophan synthase beta type 2 
