Geneid	Chr	Start	End	Strand	Length	control_1	control_2	control_3	uvc_1	uvc_2	uvc_3
gene:AT3G11620	3	3669319	3672207	-	2889	180	461	68	159	52	48
gene:AT3G11630	3	3672036	3674159	+	2124	2575	4170	1695	4568	1015	948
gene:AT3G11640	3	3674282	3675262	+	981	4	17	34	0	0	0
gene:AT3G11650	3	3675953	3677279	-	1327	112	193	56	48	47	36
gene:AT3G11660	3	3678595	3679943	-	1349	209	221	192	92	51	65
gene:AT3G11670	3	3680866	3684871	-	4006	149	223	76	439	63	86
gene:AT3G11680	3	3686773	3689405	-	2633	2	6	0	0	0	0
gene:AT3G11690	3	3694956	3696749	+	1794	48	135	51	166	34	183
gene:AT3G11700	3	3698658	3701514	+	2857	545	810	316	1041	354	309
gene:AT3G11710	3	3702048	3705716	-	3669	676	948	360	3155	792	909
gene:AT3G11720	3	3705759	3708721	-	2963	13	24	3	113	33	40
gene:AT3G11730	3	3709131	3711617	-	2487	285	315	55	569	93	221
gene:AT3G11740	3	3712360	3713537	+	1178	0	0	0	0	2	0
gene:AT3G11745	3	3713614	3714579	-	966	1	19	2	0	32	11
gene:AT3G11750	3	3714762	3716018	-	1257	65	108	50	0	0	0
gene:AT3G11760	3	3717894	3721251	+	3358	450	523	178	980	278	133
gene:AT3G11770	3	3721296	3722741	-	1446	101	180	96	253	31	36
gene:AT3G11773	3	3722892	3724013	-	1122	37	19	3	0	0	18
gene:AT3G11780	3	3723894	3725618	-	1725	202	316	80	296	53	117
gene:AT3G11800	3	3725989	3727741	+	1753	166	296	116	290	168	150
gene:AT3G11810	3	3727771	3729059	+	1289	243	240	119	483	239	221
gene:AT3G11820	3	3729305	3731251	-	1947	40	173	65	6145	1663	1956
gene:AT3G11825	3	3731693	3732291	+	599	0	0	0	0	0	0
gene:AT3G11830	3	3732628	3736471	+	3844	1001	1194	489	1924	644	1036
gene:AT3G11840	3	3736578	3738208	-	1631	41	79	20	826	518	337
gene:AT3G11850	3	3738753	3741753	-	3001	29	63	11	497	198	131
gene:AT3G11860	3	3744816	3746850	+	2035	0	0	0	0	0	14
gene:AT3G11870	3	3746998	3749093	-	2096	7	2	0	1	0	0
gene:AT3G11880	3	3751558	3754060	+	2503	185	336	93	916	150	252
gene:AT3G11890	3	3755456	3757842	+	2387	135	131	45	195	32	35
gene:AT3G11900	3	3758452	3760751	+	2300	104	19	35	533	110	48
gene:AT3G11910	3	3760724	3770563	-	9840	1004	1590	651	2063	411	828
gene:AT3G11920	3	3772311	3774887	+	2577	0	9	3	0	0	1
gene:AT3G11930	3	3776177	3777751	+	1575	12608	9465	6447	9403	1774	2248
gene:AT3G11940	3	3777824	3779545	-	1722	1008	1505	619	1435	759	464
gene:AT3G11945	3	3779839	3782981	-	3143	285	356	160	170	191	331
gene:AT3G11950	3	3783087	3785664	-	2578	61	115	17	107	31	74
gene:AT3G11960	3	3786314	3793728	+	7415	516	541	220	576	187	520
gene:AT3G11964	3	3793731	3806743	-	13013	511	861	237	1360	386	334
gene:AT3G11980	3	3814231	3817117	+	2887	0	0	1	0	0	0
gene:AT3G11990	3	3817294	3817946	+	653	0	0	0	0	0	0
gene:AT3G12000	3	3818046	3819642	-	1597	0	0	17	0	1	0
gene:AT3G12010	3	3820352	3825765	+	5414	301	575	147	329	113	87
gene:AT3G12020	3	3825980	3835146	+	9167	591	737	406	1085	111	180
gene:AT3G12030	3	3834361	3835107	-	747	121	135	60	919	11	79
gene:AT3G12040	3	3835129	3836849	-	1721	0	1	13	275	75	252
gene:AT3G12050	3	3839101	3841606	+	2506	479	414	297	522	342	217
gene:AT3G12060	3	3843088	3845511	+	2424	58	16	8	1	0	2
gene:AT3G12070	3	3844772	3847586	-	2815	42	15	9	28	0	9
gene:AT3G12080	3	3847743	3852138	+	4396	406	846	273	871	131	93
gene:AT3G12090	3	3852125	3853866	-	1742	323	177	235	27	0	86
gene:AT3G12100	3	3854487	3857319	-	2833	144	106	103	422	21	119
gene:AT3G12110	3	3857780	3860089	+	2310	242	227	123	142	1	15
gene:AT3G12120	3	3860251	3863250	-	3000	3145	3867	1925	7174	1706	2064
gene:AT3G12130	3	3864071	3866681	-	2611	192	240	64	301	76	159
gene:AT3G12140	3	3868089	3871763	-	3675	176	252	104	1068	404	149
gene:AT3G12145	3	3874487	3876302	-	1816	175	228	120	769	323	232
gene:AT3G12150	3	3876339	3879068	-	2730	143	168	218	280	18	69
gene:AT3G12160	3	3879276	3880669	-	1394	1	0	0	0	0	0
gene:AT3G12170	3	3880908	3882851	+	1944	7	70	1	3	0	11
gene:AT3G12180	3	3883330	3884864	+	1535	90	68	1	25	90	46
gene:AT3G12190	3	3886183	3886992	+	810	0	0	0	1	0	0
gene:AT3G12200	3	3886957	3891000	-	4044	100	283	69	1106	162	202
gene:AT3G12203	3	3891160	3894631	-	3472	0	1	2	0	0	0
gene:AT3G12210	3	3894753	3896567	+	1815	77	78	104	24	0	10
gene:AT3G12220	3	3896207	3899019	-	2813	30	36	0	0	0	0
gene:AT3G12230	3	3899364	3901879	-	2516	0	1	0	0	0	0
gene:AT3G12240	3	3902254	3904992	-	2739	0	0	0	0	0	0
gene:AT3G12250	3	3905423	3908983	+	3561	96	110	46	137	8	15
gene:AT3G12260	3	3908940	3910475	-	1536	382	700	251	614	318	213
gene:AT3G12270	3	3910481	3913376	+	2896	96	156	21	838	264	173
gene:AT3G12280	3	3913349	3919359	-	6011	173	464	150	737	268	309
gene:AT3G12290	3	3919463	3921519	+	2057	407	714	250	951	194	247
gene:AT3G12300	3	3921419	3923155	-	1737	65	85	12	65	92	98
gene:AT3G12320	3	3923515	3925502	+	1988	0	3	5	8	0	8
gene:AT3G12340	3	3925498	3929473	-	3976	53	55	5	298	28	76
gene:AT3G12345	3	3930019	3931000	-	982	450	700	307	211	63	90
gene:AT3G12350	3	3931451	3933404	+	1954	133	122	72	189	126	72
gene:AT3G12360	3	3934000	3936758	+	2759	410	463	106	1107	297	542
gene:AT3G12370	3	3937135	3938155	-	1021	98	95	90	199	0	65
gene:AT3G12380	3	3938183	3941935	-	3753	196	180	111	148	14	110
gene:AT3G12390	3	3942257	3943809	+	1553	761	835	347	862	369	455
gene:AT3G12400	3	3943760	3945863	-	2104	178	245	222	778	122	405
gene:AT3G12410	3	3946036	3947039	-	1004	0	1	0	0	2	0
gene:AT3G12420	3	3948014	3949003	-	990	0	0	0	0	0	0
gene:AT3G12430	3	3949405	3950430	-	1026	0	0	1	0	0	0
gene:AT3G12440	3	3951108	3952260	-	1153	0	2	0	0	0	0
gene:AT3G12460	3	3954514	3955550	-	1037	0	0	0	0	0	0
gene:AT3G12470	3	3955961	3956827	-	867	0	0	0	0	0	0
gene:AT3G12480	3	3957763	3960472	+	2710	205	237	167	676	57	173
gene:AT3G12490	3	3960401	3961920	-	1520	331	632	292	1427	499	316
gene:AT3G12500	3	3962136	3963984	-	1849	10	10	10	379	12	1
gene:AT3G12510	3	3967058	3967822	+	765	0	35	0	177	8	13
gene:AT3G12520	3	3967816	3972135	-	4320	98	259	30	89	17	27
gene:AT3G12530	3	3972180	3974440	-	2261	6	97	21	198	30	14
gene:AT3G12540	3	3974802	3977369	+	2568	0	1	0	2	0	0
gene:AT3G12545	3	3977550	3978600	-	1051	0	10	14	0	0	0
gene:AT3G12550	3	3978005	3981881	+	3877	116	168	97	128	60	131
gene:AT3G12560	3	3981880	3985625	-	3746	339	341	113	186	34	70
gene:AT3G12570	3	3988590	3991079	+	2490	188	198	87	641	228	207
gene:AT3G12580	3	3991117	3993886	-	2770	12	41	21	1409	481	206
gene:AT3G12587	3	3994340	3995671	-	1332	96	86	42	92	2	11
gene:AT3G12590	3	3995665	4003871	-	8207	320	406	161	607	287	244
gene:AT3G12600	3	4004469	4006330	+	1862	184	151	64	647	79	268
gene:AT3G12610	3	4006346	4008018	-	1673	50	109	19	0	66	27
gene:AT3G12620	3	4009270	4011675	-	2406	156	273	51	1424	327	189
gene:AT3G12630	3	4012107	4013583	+	1477	573	921	440	1853	700	619
gene:AT3G12640	3	4014047	4017869	+	3823	279	355	151	618	275	116
gene:AT3G12650	3	4017830	4018631	-	802	170	137	7	134	124	134
gene:AT3G12670	3	4019031	4024357	-	5327	208	399	141	775	118	179
gene:AT3G12660	3	4019060	4019827	+	768	0	1	0	0	0	0
gene:AT3G12680	3	4025076	4029140	-	4065	123	239	68	329	65	115
gene:AT3G12685	3	4029183	4030355	-	1173	30	42	6	1	0	7
gene:AT3G12690	3	4030387	4033387	-	3001	48	49	1	16	1	25
gene:AT3G12700	3	4036945	4039185	+	2241	22	39	2	110	34	10
gene:AT3G12710	3	4040324	4042075	-	1752	192	497	76	539	67	38
gene:AT3G12720	3	4043288	4044715	-	1428	0	0	0	0	0	0
gene:AT3G12730	3	4047012	4048704	-	1693	282	223	109	113	71	75
gene:AT3G12740	3	4049309	4051775	+	2467	319	403	228	3260	1043	1323
gene:AT3G12750	3	4051651	4053201	-	1551	168	218	36	390	77	92
gene:AT3G12760	3	4054724	4058840	+	4117	406	637	87	1451	177	518
gene:AT3G12770	3	4056953	4059284	-	2332	39	73	44	113	0	17
gene:AT3G12775	3	4059772	4060944	+	1173	0	1	0	0	0	0
gene:AT3G12780	3	4060920	4063306	-	2387	7415	11394	4342	14253	3139	3519
gene:AT3G12800	3	4063320	4064859	-	1540	407	517	311	1361	179	223
gene:AT3G12810	3	4065042	4074194	+	9153	461	493	218	802	174	394
gene:AT3G12820	3	4073855	4075643	-	1789	44	56	29	303	17	25
gene:AT3G12830	3	4078651	4079627	-	977	25	105	52	69	71	34
gene:AT3G12833	3	4082969	4084090	+	1122	0	14	0	0	0	30
gene:AT3G12835	3	4083265	4083369	-	105	0	0	0	0	0	6
gene:AT3G12840	3	4085431	4085970	-	540	0	0	0	0	0	0
gene:AT3G12850	3	4088374	4090303	-	1930	0	0	1	0	0	0
gene:AT3G12860	3	4091567	4094195	+	2629	65	39	1	249	2	28
gene:AT3G12870	3	4094191	4095112	-	922	21	90	32	0	1	0
gene:AT3G12880	3	4095414	4096236	+	823	0	0	0	0	0	0
gene:AT3G12890	3	4099199	4100534	+	1336	0	0	0	0	0	0
gene:AT3G12900	3	4104463	4106341	+	1879	1	0	0	0	0	15
gene:AT3G12910	3	4109375	4110849	+	1475	0	0	0	0	18	50
gene:AT3G12915	3	4112834	4115951	+	3118	112	67	69	50	48	36
gene:AT3G12920	3	4121789	4123582	-	1794	403	296	191	260	85	71
gene:AT3G12930	3	4128334	4129956	+	1623	195	577	111	307	61	50
gene:AT3G12940	3	4129585	4132467	-	2883	122	168	87	558	50	56
gene:AT3G12950	3	4132491	4135264	-	2774	282	269	160	264	126	106
gene:AT3G12955	3	4135406	4136143	-	738	0	18	7	9	0	0
gene:AT3G12960	3	4136453	4136828	+	376	0	0	0	0	0	0
gene:AT3G12970	3	4140878	4142548	-	1671	0	11	0	0	0	0
gene:AT3G12977	3	4143524	4146037	+	2514	0	0	0	1	0	1
gene:AT3G12980	3	4146399	4154895	+	8497	454	646	346	981	426	335
gene:AT3G12990	3	4156054	4158004	+	1951	33	77	36	6	3	34
gene:AT3G13000	3	4157713	4162065	-	4353	75	218	31	458	137	128
gene:AT3G13010	3	4162757	4164733	-	1977	0	0	0	1	0	12
gene:AT3G13020	3	4166806	4168917	-	2112	25	0	3	0	0	19
gene:AT3G13030	3	4169541	4172122	-	2582	104	183	105	448	84	89
gene:AT3G13040	3	4172137	4175457	-	3321	221	340	137	730	120	81
gene:AT3G13050	3	4176392	4179081	+	2690	141	136	28	394	158	288
gene:AT3G13060	3	4180154	4183975	+	3822	324	541	283	1025	141	273
gene:AT3G13062	3	4184340	4187453	+	3114	70	374	78	250	2	128
gene:AT3G13065	3	4187371	4191298	+	3928	15	20	30	219	3	6
gene:AT3G13070	3	4191237	4195471	-	4235	496	571	239	903	321	426
gene:AT3G13075	3	4195219	4195500	+	282	19	77	13	35	0	7
gene:AT3G13080	3	4195770	4201734	-	5965	917	1040	746	44409	11018	12802
gene:AT3G13090	3	4202811	4208261	-	5451	1	13	1	847	382	181
gene:AT3G13100	3	4208729	4214530	-	5802	42	44	26	3147	995	889
gene:AT3G13110	3	4214399	4216302	-	1904	245	284	141	4665	1351	1108
gene:AT3G13120	3	4219310	4221666	-	2357	1236	1883	765	1520	509	542
gene:AT3G13130	3	4222912	4223759	+	848	0	18	4	0	0	0
gene:AT3G13140	3	4226654	4227528	-	875	0	0	1	0	0	0
gene:AT3G13150	3	4227737	4229752	-	2016	37	76	76	385	76	80
gene:AT3G13160	3	4229829	4231408	-	1580	71	134	115	157	78	18
gene:AT3G13170	3	4231395	4234206	-	2812	1	2	0	0	0	0
gene:AT3G13175	3	4235075	4235814	-	740	2	34	0	0	0	0
gene:AT3G13180	3	4235950	4240116	-	4167	208	273	106	9	1	58
gene:AT3G13190	3	4240139	4242008	+	1870	204	42	24	62	17	15
gene:AT3G13200	3	4242100	4244173	+	2074	569	651	418	1767	459	465
gene:AT3G13210	3	4244900	4247846	+	2947	0	7	0	214	20	5
gene:AT3G13220	3	4247675	4250703	-	3029	0	0	0	0	0	0
gene:AT3G13222	3	4250958	4254278	-	3321	297	333	207	281	259	229
gene:AT3G13224	3	4254726	4257409	+	2684	189	117	75	182	134	96
gene:AT3G13227	3	4257882	4258648	+	767	1	0	0	0	0	0
gene:AT3G13225	3	4258667	4262916	-	4250	273	298	100	1459	294	169
gene:AT3G13226	3	4264194	4266388	-	2195	78	119	15	47	75	85
gene:AT3G13228	3	4266964	4268251	+	1288	0	0	0	0	0	20
gene:AT3G13229	3	4268382	4269691	-	1310	0	0	0	0	0	0
gene:AT3G13230	3	4269943	4271375	+	1433	96	143	27	235	226	149
gene:AT3G13235	3	4271212	4274487	-	3276	257	419	58	586	338	500
gene:AT3G13240	3	4275463	4276531	+	1069	51	54	1	13	2	8
gene:AT3G13275	3	4289086	4289860	-	775	157	88	98	748	100	75
gene:AT3G13276	3	4294341	4294860	+	520	0	8	0	26	0	0
gene:AT3G13280	3	4295327	4297000	-	1674	0	0	0	0	0	0
gene:AT3G13290	3	4297282	4303634	+	6353	419	431	205	240	243	169
gene:AT3G13300	3	4303822	4310275	+	6454	970	916	604	1184	462	801
gene:AT3G13310	3	4310544	4311629	-	1086	80	107	62	47	142	257
gene:AT3G13320	3	4314505	4318487	+	3983	132	218	99	293	237	135
gene:AT3G13330	3	4319490	4330218	-	10729	475	644	357	2409	605	1115
gene:AT3G13340	3	4331531	4335092	+	3562	457	364	184	1078	198	354
gene:AT3G13350	3	4335475	4338016	-	2542	143	169	131	133	11	139
gene:AT3G13360	3	4338250	4340446	-	2197	390	463	273	364	79	78
gene:AT3G13370	3	4341664	4342230	+	567	0	0	0	0	0	0
gene:AT3G13380	3	4346330	4350939	+	4610	193	310	181	3817	798	834
gene:AT3G13390	3	4350936	4353396	-	2461	0	1	1	0	0	0
gene:AT3G13400	3	4354923	4357482	+	2560	0	8	0	0	1	0
gene:AT3G13404	3	4358179	4359007	-	829	25	90	9	0	0	16
gene:AT3G13403	3	4358537	4358826	-	290	23	40	6	0	0	0
gene:AT3G13410	3	4361635	4364316	-	2682	947	1115	394	1140	515	531
gene:AT3G13420	3	4364480	4366969	+	2490	4	40	9	11	30	5
gene:AT3G13430	3	4367181	4369029	+	1849	136	97	69	371	173	141
gene:AT3G13432	3	4371441	4372226	+	786	0	0	0	0	0	10
gene:AT3G13433	3	4374214	4374784	+	571	0	0	1	75	0	0
gene:AT3G13435	3	4375300	4376127	+	828	0	0	0	0	0	3
gene:AT3G13437	3	4376345	4376976	+	632	0	3	0	0	0	3
gene:AT3G13440	3	4377097	4379575	+	2479	217	269	88	191	150	121
gene:AT3G13445	3	4379793	4382224	+	2432	98	181	43	559	79	124
gene:AT3G13450	3	4382198	4384436	-	2239	232	294	86	338	103	201
gene:AT3G13460	3	4384563	4388592	-	4030	2512	3168	1590	7955	2162	2183
gene:AT3G13470	3	4389215	4393015	+	3801	1090	1553	442	316	177	299
gene:AT3G13480	3	4392463	4394367	-	1905	312	297	130	98	14	122
gene:AT3G13490	3	4395663	4399350	-	3688	308	376	77	354	87	130
gene:AT3G13500	3	4399836	4400445	+	610	0	0	0	0	0	8
gene:AT3G13510	3	4403355	4406091	+	2737	553	482	342	326	254	95
gene:AT3G13520	3	4408925	4409734	+	810	574	616	190	807	147	173
gene:AT3G13530	3	4411688	4423000	-	11313	217	467	199	866	184	191
gene:AT3G13540	3	4419960	4421751	+	1792	6	0	0	0	0	0
gene:AT3G13550	3	4423237	4424894	-	1658	86	146	104	57	50	103
gene:AT3G13560	3	4425191	4428199	-	3009	160	322	88	279	65	51
gene:AT3G13570	3	4429256	4432159	-	2904	300	288	135	227	122	153
gene:AT3G13580	3	4433047	4435305	+	2259	691	634	222	240	329	316
gene:AT3G13590	3	4435316	4437334	-	2019	110	36	12	7	7	53
gene:AT3G13600	3	4444554	4447660	+	3107	0	1	5	21	61	49
gene:AT3G13610	3	4449259	4450811	+	1553	5	22	9	624	138	213
gene:AT3G13620	3	4450745	4452653	-	1909	18	125	61	0	15	24
gene:AT3G13630	3	4456954	4458179	+	1226	0	0	0	0	0	0
gene:AT3G13640	3	4458389	4461844	-	3456	0	1	0	0	0	0
gene:AT3G13650	3	4462841	4463955	+	1115	0	4	3	212	63	2
gene:AT3G13660	3	4464797	4465791	+	995	0	0	0	0	0	0
gene:AT3G13662	3	4467090	4468498	+	1409	0	0	0	0	0	0
gene:AT3G13670	3	4469153	4473547	+	4395	625	713	438	2354	407	530
gene:AT3G13672	3	4472562	4474378	-	1817	243	179	32	990	89	177
gene:AT3G13674	3	4474620	4475979	-	1360	39	12	4	0	0	0
gene:AT3G13677	3	4475887	4477092	+	1206	34	21	33	0	22	10
gene:AT3G13680	3	4477289	4478751	-	1463	0	0	0	0	1	4
gene:AT3G13682	3	4478873	4481767	-	2895	25	90	12	31	0	0
gene:AT3G13690	3	4485623	4490420	+	4798	136	282	185	189	71	40
gene:AT3G13700	3	4490628	4493737	-	3110	62	90	57	66	3	5
gene:AT3G13710	3	4490628	4493831	-	3204	62	90	57	66	3	5
gene:AT3G13720	3	4494979	4496800	-	1822	66	146	120	109	26	209
gene:AT3G13730	3	4497893	4500920	-	3028	180	220	143	303	44	73
gene:AT3G13740	3	4504067	4506320	+	2254	207	289	79	120	3	57
gene:AT3G13750	3	4510965	4516478	+	5514	5733	7585	2586	3563	767	1042
gene:AT3G13760	3	4517496	4519627	+	2132	0	1	1	2	0	0
gene:AT3G13770	3	4519631	4521533	+	1903	50	14	8	0	5	33
gene:AT3G13772	3	4521532	4524674	-	3143	246	453	79	560	164	35
gene:AT3G13780	3	4525033	4526433	+	1401	60	26	39	2	2	16
gene:AT3G13782	3	4526220	4528646	+	2427	33	45	0	14	17	28
gene:AT3G13784	3	4528362	4530713	-	2352	3	0	2	0	17	0
gene:AT3G13790	3	4532762	4535914	-	3153	0	75	2	81	8	284
gene:AT3G13800	3	4538328	4541823	+	3496	45	114	63	249	85	26
gene:AT3G13810	3	4544364	4547513	+	3150	100	60	18	63	16	95
gene:AT3G13820	3	4549616	4551011	+	1396	5	0	0	0	0	0
gene:AT3G13830	3	4553943	4555076	+	1134	0	0	0	0	0	0
gene:AT3G13840	3	4555234	4556982	-	1749	0	0	0	0	0	1
gene:AT3G13845	3	4557293	4558715	-	1423	89	94	49	10	42	76
gene:AT3G13850	3	4559619	4561020	+	1402	0	0	0	1	4	1
gene:AT3G13857	3	4561107	4561345	+	239	114	193	135	401	244	186
gene:AT3G13860	3	4561517	4565335	-	3819	238	385	108	264	43	191
gene:AT3G13870	3	4565370	4571355	-	5986	987	1208	480	1942	526	701
gene:AT3G13880	3	4572075	4574490	+	2416	45	53	0	8	6	28
gene:AT3G13882	3	4574521	4576107	+	1587	129	239	62	335	6	109
gene:AT3G13890	3	4576193	4578082	-	1890	0	0	0	0	1	0
gene:AT3G13898	3	4583315	4584487	+	1173	0	0	0	0	0	0
gene:AT3G13900	3	4585684	4591035	+	5352	45	15	0	434	185	119
gene:AT3G13910	3	4590684	4591541	-	858	2	57	37	773	213	354
gene:AT3G13920	3	4592248	4595080	-	2833	1897	2980	1074	6860	1854	2023
gene:AT3G13930	3	4595767	4600469	+	4703	704	1185	303	1244	470	405
gene:AT3G13940	3	4600422	4602582	-	2161	79	206	91	1128	460	329
gene:AT3G13950	3	4603885	4605513	+	1629	0	0	0	540	177	157
gene:AT3G13960	3	4608076	4610497	+	2422	0	0	0	10	0	0
gene:AT3G13970	3	4613492	4614857	-	1366	41	8	0	0	0	35
gene:AT3G13980	3	4618939	4620305	-	1367	15	41	7	11	1	1
gene:AT3G13990	3	4625383	4630613	-	5231	300	336	162	901	248	340
gene:AT3G14000	3	4630865	4634081	-	3217	38	91	40	66	17	38
gene:AT3G14010	3	4636063	4641149	+	5087	370	863	348	1284	398	400
gene:AT3G14020	3	4641930	4644571	+	2642	57	102	16	92	0	20
gene:AT3G14030	3	4646272	4647124	-	853	0	0	0	2	0	0
gene:AT3G14040	3	4648236	4650319	-	2084	0	0	0	2	0	0
gene:AT3G14050	3	4650714	4654046	-	3333	189	209	90	4699	1560	1337
gene:AT3G14060	3	4656782	4657723	-	942	0	0	0	0	8	3
gene:AT3G14067	3	4658039	4660945	-	2907	932	1457	549	2414	545	493
gene:AT3G14070	3	4660944	4663363	-	2420	81	46	20	96	22	77
gene:AT3G14075	3	4663569	4667079	-	3511	123	165	45	818	326	194
gene:AT3G14080	3	4667308	4669194	+	1887	68	163	20	240	91	11
gene:AT3G14090	3	4669197	4671796	-	2600	112	87	22	925	103	230
gene:AT3G14100	3	4672916	4676162	+	3247	528	806	309	924	451	460
gene:AT3G14110	3	4676118	4677689	-	1572	286	751	158	150	41	120
gene:AT3G14120	3	4677699	4685666	+	7968	241	316	164	158	19	136
gene:AT3G14130	3	4685646	4688309	-	2664	84	43	22	34	178	30
gene:AT3G14140	3	4688546	4690404	+	1859	0	15	40	2	0	0
gene:AT3G14150	3	4690415	4693133	-	2719	231	205	124	10	24	81
gene:AT3G14160	3	4693309	4695604	+	2296	27	35	1	52	0	9
gene:AT3G14170	3	4695886	4698153	-	2268	78	141	13	300	35	36
gene:AT3G14172	3	4698457	4705828	-	7372	397	732	242	1545	143	365
gene:AT3G14180	3	4706802	4709176	-	2375	149	192	32	648	114	174
gene:AT3G14190	3	4710483	4712569	+	2087	53	61	152	0	5	0
gene:AT3G14200	3	4712574	4714698	-	2125	23	45	1	347	232	25
gene:AT3G14205	3	4715650	4721003	-	5354	559	444	225	821	208	286
gene:AT3G14210	3	4729399	4731847	+	2449	1207	3626	609	1701	334	1075
gene:AT3G14220	3	4732828	4734609	+	1782	93	174	77	129	75	59
gene:AT3G14225	3	4734553	4735993	-	1441	0	1	0	105	2	25
gene:AT3G14230	3	4737120	4739298	-	2179	519	631	499	736	315	240
gene:AT3G14240	3	4741287	4744263	-	2977	492	867	138	436	245	198
gene:AT3G14250	3	4745926	4746958	-	1033	0	0	0	0	0	0
gene:AT3G14260	3	4747769	4748859	-	1091	0	0	0	0	0	0
gene:AT3G14270	3	4753705	4761456	+	7752	755	783	372	1761	645	470
gene:AT3G14280	3	4761432	4762457	-	1026	10	0	2	28	0	1
gene:AT3G14290	3	4764024	4766609	+	2586	244	327	130	849	292	173
gene:AT3G14300	3	4766905	4769936	-	3032	0	0	0	1	0	0
gene:AT3G14310	3	4771833	4775258	-	3426	2841	4079	1622	2496	820	675
gene:AT3G14320	3	4777594	4778345	-	752	0	0	0	0	0	0
gene:AT3G14330	3	4778959	4782452	-	3494	156	233	66	361	49	43
gene:AT3G14340	3	4782757	4783137	+	381	16	80	90	103	0	32
gene:AT3G14350	3	4782757	4787243	-	4487	490	900	450	822	161	211
gene:AT3G14360	3	4791448	4793684	+	2237	29	19	17	190	0	21
gene:AT3G14362	3	4793678	4794417	-	740	0	0	0	0	0	0
gene:AT3G14370	3	4797828	4799612	-	1785	3	0	0	0	0	0
gene:AT3G14380	3	4802952	4804468	-	1517	0	0	1	6	0	25
gene:AT3G14390	3	4806670	4809433	+	2764	144	383	74	672	101	112
gene:AT3G14395	3	4810888	4811481	+	594	0	0	0	0	0	10
gene:AT3G14400	3	4811486	4815515	-	4030	321	382	78	1489	288	378
gene:AT3G14410	3	4815763	4817981	-	2219	118	248	147	126	75	26
gene:AT3G14415	3	4818251	4821013	+	2763	1806	3688	1185	1564	407	796
gene:AT3G14420	3	4821391	4824178	+	2788	2590	5323	2066	2200	629	898
gene:AT3G14430	3	4824158	4824913	-	756	56	176	30	247	36	32
gene:AT3G14440	3	4831286	4834015	-	2730	40	45	30	1182	166	233
gene:AT3G14450	3	4849539	4851678	+	2140	122	82	54	0	0	9
gene:AT3G14452	3	4851696	4851812	+	117	0	0	29	0	0	0
gene:AT3G14460	3	4851990	4856450	-	4461	64	69	14	510	37	83
gene:AT3G14463	3	4852291	4853198	+	908	0	5	0	208	12	0
gene:AT3G14467	3	4856537	4856923	+	387	0	0	0	0	0	0
gene:AT3G14470	3	4857464	4861293	+	3830	11	65	29	92	15	50
gene:AT3G14480	3	4862153	4862680	+	528	0	0	1	2	0	0
gene:AT3G14490	3	4863613	4865949	-	2337	0	1	0	9	0	0
gene:AT3G14510	3	4867144	4868640	-	1497	0	0	0	0	0	0
gene:AT3G14520	3	4875657	4878338	-	2682	0	0	0	0	0	0
gene:AT3G14530	3	4879091	4880483	-	1393	0	0	0	0	0	0
gene:AT3G14540	3	4881320	4884012	-	2693	0	5	0	0	0	0
gene:AT3G14550	3	4884563	4887487	-	2925	22	0	0	6	0	8
gene:AT3G14560	3	4889063	4890215	+	1153	29	54	3	61	2	23
gene:AT3G14570	3	4892410	4902880	+	10471	1165	1018	558	422	102	177
gene:AT3G14580	3	4902953	4904229	+	1277	17	62	16	3	0	28
gene:AT3G14590	3	4904270	4908067	-	3798	73	34	2	441	91	51
gene:AT3G14595	3	4908731	4910521	+	1791	59	138	24	15	10	55
gene:AT3G14600	3	4910629	4912289	+	1661	459	969	153	828	310	225
gene:AT3G14610	3	4912324	4914672	+	2349	25	39	9	183	97	181
gene:AT3G14620	3	4914789	4917176	+	2388	52	53	77	894	503	610
gene:AT3G14630	3	4917327	4919702	+	2376	0	0	0	0	0	0
gene:AT3G14640	3	4919757	4921948	+	2192	22	7	0	0	27	0
gene:AT3G14650	3	4922131	4924694	+	2564	685	923	278	516	41	475
gene:AT3G14660	3	4924777	4927607	+	2831	687	1040	479	1626	556	718
gene:AT3G14670	3	4927682	4929018	+	1337	0	0	0	0	0	0
gene:AT3G14680	3	4934330	4936644	+	2315	1	1	0	0	35	0
gene:AT3G14690	3	4937172	4939871	+	2700	562	391	287	470	295	163
gene:AT3G14700	3	4940318	4941398	+	1081	0	0	0	526	98	134
gene:AT3G14710	3	4941481	4943064	+	1584	0	0	0	122	88	14
gene:AT3G14720	3	4945601	4949042	+	3442	237	406	132	1329	171	291
gene:AT3G14730	3	4949178	4951346	-	2169	37	51	19	0	37	1
gene:AT3G14740	3	4952004	4953510	-	1507	23	42	47	166	56	18
gene:AT3G14750	3	4953547	4955754	-	2208	104	99	83	3	31	21
gene:AT3G14760	3	4956349	4957306	+	958	0	9	0	0	0	0
gene:AT3G14770	3	4957334	4959704	-	2371	15	121	60	0	0	30
gene:AT3G14780	3	4961777	4963569	-	1793	17	56	0	4	26	8
gene:AT3G14790	3	4964105	4967075	+	2971	132	368	14	562	121	70
gene:AT3G14810	3	4970944	4974534	-	3591	16	132	3	36	1	41
gene:AT3G14820	3	4978726	4980241	+	1516	0	0	1	0	0	0
gene:AT3G14830	3	4982588	4985860	+	3273	206	159	74	310	223	270
gene:AT3G14840	3	4988008	4994109	+	6102	930	1348	443	3436	1255	1157
